USER,User Sentiment (-1 to 1)
"Good Afternoon, I am looking for a Canon D70 camera.",0
It was having a minimum resolution of 2028.,0
I was getting it at a discounted price of 5999 EUR.,0
Okay. What is its exact minimum resolution?,0
"Yes, it is very close to the Canon one. What are its other features?",0
What is its cost?,0
It's a good alternative with a lower price. I'm going to purchase it.,1
"Yes, do book it for me.",1
Thank You.,0
162,
Good evening.,0
I'm looking for a camera from Fujifilm.,0
I'm expecting it between 1000-2000 EUR.,0
What are its max and low resolution?,0
Which one has been released lately?,0
What is its cost?,0
How much does it weigh?,0
Book it for me.,1
Thanks.,0
163,
"Good morning, I want to buy a laptop.",0
I would like to have one from the Huawei brand.,0
The laptop must have a smaller display so that it will be easier to carry it anywhere.,0
Are they having their processor Above Intel i3?,0
Can you tell me about their processor type?,0
What are their disk spaces?,0
What will be the cost of the Matebook 13 having Intel Core i7-8565U and 512 GB SSD?,0
"Okay, book it for me.",1
Thank You.,0
164,
"Good evening, I want a Microsoft laptop.",0
It should be under 6000 EUR,0
What is its display size?,0
Which version of the graphics card does it have?,0
What is its disk space?,0
What will be their processor types?,0
What will be the cost of Surface 2 with 128 GB SSD?,0
Please do book it.,1
Thanks.,0
165,
"Good Afternoon, I want to gift my father a laptop in big display size.",0
Tell me about the brands of the laptops with 15.6 inch size.,0
My father is fond of the HP brand. Tell me about the series name of the laptop from HP.,0
I'd like to have around 512 GB of disk space.,0
What is their price?,0
Is it the discounted price?,0
What graphics card comes with them?,0
Please book the Pavilion for me.,1
Thank You.,0
166,
"Good Morning, I'd like to purchase a mobile.",0
If you have any recommendations for the brand I should choose?,0
"Yes, really. It should be a low-cost handset, with a price tag of less than 150 EUR.",0
"Ok, I'd rather go for LG, as you said previously.",0
One more functionality is needed. I'm looking for a phone with a long battery life.,0
How long would it set me back?,0
It's about right. That is exactly what I was looking for.,1
"No, thanks. This is one I'd like to purchase.",1
Thank you so much for your support.,0
167,
"Hello there. I'm here to buy an LG G5, but first I'd like to learn more about the unit.",0
What about the power of its battery?,0
Is this a phone that runs on Android?,0
My budget ranges between 450 and 500 EUR.,0
Is there a GPS device on this one?,0
Can you tell me about any of the other characteristics?,0
Is there a special deal or a discount on this product?,0
I'm relieved. Please book it.,1
Thank you very much for your support.,0
168,
Hello and good evening. I am looking to buy a smartphone.,0
I'm searching for a YU Yureka 2 smartphone.,0
"Okay, I'll go look in another shop.",-1
So what happens if I don't like it?,0
Okay show it to me.,1
It's not as cool as Yureka 2.,-1
Let me know a short overview of the key features.,0
That is great. What is the cost?,1
It is significantly more costly than Yureka 2.,-1
Okay I will take your words.Please book it for me,1
Thank you.,0
169,
Hello. Would you mind if I asked you a few questions about smartphones?,0
I'd like to purchase a present for my son. He's a budding photographer in Mobile. I'm on the lookout for a decent camera phone.,0
I don't know anything about mobile. I'd rather go for the brand you suggested.,0
Money is not a concern. The product must be worth the money.,0
It should be dark in colour. That will be a big hit with my son.,0
I'm not certain. He is still drawn to the colour black.,-1
Tell me about this phone.,0
"Yes, it will suffice. Please book it for me.",1
"No, thank you for the time being.",0
170,
Hello and good morning. I'm on the lookout for a Micromax mobile.,0
"Yes, it needs to have more than 2 GB of RAM.",0
"Okay, show me one at a time.",0
It's very impressive. And show me the other two as well.,1
The 2 GB RAM is insufficient.,-1
I'm a little torn between the two.,0
Canvas Evok Note outperforms the competition. What is the size of the battery?,1
How much does the other one cost?,0
"Okay, so go ahead and book this one for me.",1
Thank you.,0
171,
Hello and good morning.,0
I'm searching for a handset that runs on the Windows operating system.,0
The price cannot be more than 300 EUR.,0
Display me just those that are equal to 300 EUR.,0
Take a sufficient time.,0
"Wow, both of you are looking fantastic.",1
Do you just offer a single SIM variant?,0
Who nowadays prefers a single SIM card?,0
I'll go for the Lumia 950 because it's the most recent.,1
"Okay, so go ahead and book this one for me.",1
Thank you.,0
172,
Hello and good morning.,0
I'm searching for a mobile with 4G.,0
I skipped to mention that the phone has to be Meizu.,0
Show me the most recent smartphone from this business.,0
What are their costs?,0
The Pro 6s is out of my price range. Could you please show me the other two?,-1
"What are their battery sizes, by the way?",0
The M3 Max has a better battery and is below my price range. I'm going to buy this one.,1
"Yes, please block this for me.",1
Thank you so much.,0
173,
"Hello, I'm searching for a Lenovo mobile.",0
The phone must cost less than 200 EUR.,0
My main condition is that it be of the Lenovo brand.,0
Can you mean you no longer work for Lenovo?,0
I see what you mean.,0
"You may, just don't expect to get my attention if I don't make a purchase.",-1
"Okay, then demonstrate to me.",1
Show me which of these three is the most expensive.,0
"It's a good smartphone. I'm sorry, but I don't agree.",-1
Thank you so much.,0
174,
Hello and good morning.,0
I'd like to buy an HTC phone.,1
"No, it does not. Show me all of HTC's Desire series tablets.",0
My budget ranges from 200 to 300 EUR.,0
Is it a dual-sim phone?,0
Which of these is the most recent?,0
Just show me these two models.,0
Could you please tell me about the camera's resolution?,0
I'd like to buy the Desire 816 dual sim.,1
Go ahead to do so. Make the booking.,1
"No, it does not. Thank you so much.",0
175,
"Good morning, I'm looking for a smartphone with a battery capacity greater than 5000mAh.",0
"Yes, I would prefer a Gionee product.",0
"No, but 5000mAh battery is must.",0
What is the battery capacity?,0
Tell me about the rest of the features.,0
Can I get to see its image?,0
It doesn't look appealing to me.,-1
What is the price?,0
"Okay then, book it for me.",0
"No, thank you so much.",0
176,
Hello and good morning.,0
I'd like a phone with a camera that is more than 20 megapixels.,0
One of my friends proposed that I search for BLU phones.,0
And show it to me.,0
It has a fantastic screen. I believe it is AMOLED.,1
Tell me about the camera and RAM it has.,0
I don't think that 3GB RAM will be enough for me because I am also fond of gaming and it requires good RAM to run smoothly.,-1
What is the cost?,0
I'm still undecided whether to purchase this or not.,-1
"Yes, please reserve it for me.",1
Thank you.,0
177,
Hello and good morning.,0
I'm searching for tablets to use for reading.,0
"No, but do you recommend any?",0
If you have some on hand?,0
Can it include me with an Amazon Books subscription?,0
That is great. Show me the three versions.,1
Which of these is equipped with an LTE connection?,0
Tell me how much each of these costs.,0
What are their RAM capacities?,0
I'd like to have a Kindle Fire HDX 8.9.,0
Sure. Please proceed.,1
Thank you for assisting me in purchasing such a wonderful gadget.,1
178,
"Hello, I'm looking for a phone that I can use for personal reasons. Will you be able to support me?",
That may be as little as 250 EUR.,
"Sure, it might work for me, but I'm looking for something dark.",
One is a good image output in this realm of capturing memories.,
"This phone seems to be appealing, but is it available in black?",
If you have any other Samsung-exclusive models?,
"No, charcoal is my favourite colour. I'd only have it in black.",
"Sure, but does it have the same functionality as the original?",
"What is the price, and how nice is the camera?",
It seems to be a good buy to me.,
This phone seems to be something I'd be interested in buying. Thank you so much for your assistance.,
179,
"Hello, could you please recommend a decent camera for my wife?",0
She is now just a student. Canon could be a good fit for her.,0
"Yes, it could cost about 120 to 180 EUR. But yes, it must be a brand-new model that was just launched.",0
May you even recommend a successful model from another brand or from the one you just mentioned?,0
Will it be beneficial to a learner?,-1
Is it a portable camera?,0
What about the storage space it has?,0
"For the time being, it sounds amazing to me. I only needed to make sure it was inside my price point.",1
Exceptional!!,1
This is everything I should get right now. Is it possible to pay for a credit card?,1
Thank you a lot.,0
180,
"Hello, may you help me choose an Android phone?",0
"Really, I'd like that for my younger brother, who enjoys playing video games. As a result, I'm on the lookout for a gaming tablet.",0
Please accept my request.,0
What is the cost?,0
Is there any variant that costs less than 300 EUR?,0
What is the power of the battery?,0
Is it a reputable brand?,-1
That is a great idea. I'm hoping it would appeal to my brother.,1
"Thank you, and please make this booking.",1
Cash is king. Is it possible to get a discount if I pay with cash?,0
It's no matter. I intend to pay the whole sum in cash.,1
Thank you.,0
181,
"Hello, I'd like to purchase a smartphone.",0
"I'd like it to be golden in colour, since this is the current theme.",0
"Let's start with these two, in my opinion.",0
What are the specifications for RAM and image output in both of them?,0
What about the storage space on the inside?,0
What is the cost of these items?,0
"They both have almost identical features, so I'm not sure which one to pick.",-1
That makes sense to me. Which has a higher brand value?,0
Will you recommend that I purchase an Asus?,0
"It's a difficult choice. However, I believe I would like to go with Asus.",1
Thank you so much.,0
182,
Hello there. I'd like to purchase a tab for my future bride.,0
I'd like it in Pearl White because that is her favourite colour.,0
"I don't believe she is picky about brands, so any brand would suffice.",0
Sure thing!! And tell me more about them.,0
And what about storage space?,0
What are the camera's capabilities?,0
She clicks a lot of pictures. So I don't think that this phone is going to fulfill her requirements in terms of camera.,-1
Is this the most recent model?,0
So I was wondering how much tab E 8.0 weighs?,0
"Well, this one seems to work somewhere in my requirements. So, yeah, I'll take it. Please obtain this for me Thank you very much.",1
Thank you.,0
183,
"Hello, I'm looking to purchase a laptop for personal use for a budget of 2500 EUR.",0
What other brands do you have in stock?,0
Display me anything in Dell first.,0
Which one do you think would be best for my office work?,0
What is the storage?,0
What is the scale of the display?,0
Really good!! Is that in your inventory right now?,1
"Okay, could you just assist me with the final price if I want this one?",0
This might prove to be a very lucrative transaction for me.,1
I'll pay by a credit card.,0
"Ok, please register at my address.",0
Thank you so much.,0
184,
"Hello, do you sell smartphones?",0
"Really good!! As a high school student, I am in the search for a mobile for personal use.",1
"I play games a lot, so I want a phone that is perfect for gamers.",0
The battery should be larger than 4000 mAh so that I can play for longer after charging it.,0
"That is fantastic!!
I'm eager to learn more from both of them.",1
Samsung is my personal favorite. I'm curious about the camera output of this brand model.,1
What is the scale of the display?,0
"No, I'd like a mobile with two SIM card slots. If you have any other models for two SIM card slots?",-1
So I am not interested in any brand other than a Samsung.,1
Please notify me if any models that meet my specifications are released in the market.,0
Thank you for the support.,0
185,
"Hello, I want to purchase camera for myself.",0
I'd rather go for features than any one brand.,0
I would like the sensor to have at least a low resolution of 1600.,0
You currently have another brand?,-1
Can you show me an identical model in Canon?,0
Of all the models which have more than 8 GB of storage?,0
It's brilliant. I liked knowing about the price?,1
You should give me the best camera from all the above.,0
What is the weight of it?,0
Do you know it's a decent camera? ,-1
It might be a promising deal.,-1
Book it for me.,1
Thank you.  ,0
186,
Good morning. I am here to buy a laptop.,0
I want to buy Microsoft Surface 2.,0
Do you have any idea about the display size?,0
Which processor does it have?,0
How much disk space it has?,0
Just 128GB! It is quite less.,-1
But it seems quite less.,-1
What is its price?,0
Amazing!! I had a budget of 5000 EUR.,1
"With the saved money, I want to buy a low budget smartphone.",0
I want a phone from Samsung.,0
"Yes, it should be under the budget range of 100 EUR.",0
Perfect then book both of them for me.,1
Thank you for being so helpful.,1
187,
Hii. Do you have Lenovo IdeaPad 320-15IKBRA?,1
Does it have display size more than 10 inch?,0
I am aware of the processor. What about its graphics?,0
That is fine. How much is the storage?,1
How much is the price?,0
Its does not exceeds my budget range. Can you suggest me a good low budget phone as well?,1
Just wanted you to know that I am looking for a phone with good battery.,0
That can work fine for me. I will buy both of them.,1
"Not at present, but may be soon.",0
Thank you for your help,0
188,
Hi. I would like to buy a phone.,0
"The look is of uttermost importance. It has to look like this 
https://external-content.duckduckgo.com/iu/?u=http%3A%2F%2Fwww.timesnews.co.uk%2Fwp-content%2Fuploads%2F2016%2F05%2FZTE-Axon-7-Ion-Gold.jpg&f=1&nofb=1",1
Do you know the name of the model which I showed you in picture?,0
"My previous phone was giving me a good battery backup, Does it have the same battery backup?",0
How much is the RAM?,0
How big is the display screen?,0
I am a photographer and i take photos regularly. Will it give me a bigger storage capacity?,0
How much will I have to pay for this?,0
What about the camera's capabilities and quality?,1
Great!,1
Yes of course. Book it for me.,1
Thank you for your assistance.,1
189,
"Hello, I'm looking for a little assistance from you.",0
I actually saw this picture in my gallery and forgot what the model is https://cdn.gadgets360.com/content/assets/products/huawei-mediapad-x2-2440_960X480_1438858207.jpg?downsize=*:180&output-quality=80&output-format=webp,0
"Well, I love because of its beautiful look. Do you have it?",0
That is fantastic. Could you tell me anything of its other features?,1
It sounds like the phone of your dreams. What is the weight of it?,0
If you know how much space does it poses?,0
Stunning!! How much is it going to cost me?,1
That will not be a problem. Is there another one of the same colour that you have?,0
"No, I adore this colour. Is this model equipped with a radio?",0
Will it fulfill all specifications?,1
Okay. I'll purchase it. Please book it for me.,1
"No, thankyou for assitance.",1
190,
Hey! Is there any white snow tab. I'm looking for it.,0
"Yes, of course.",0
It's the one I was expecting. can you tell me more about it.,0
"I want to purchase a product with a high brand name, not just any product.",0
I'm not sure what to say about this. I'll be able to make a more informed decision if you tell me more about the capabilities.,0
Is it one of Huawei's most recent models?,0
I too need GPS. Is this a function of this product as well?,0
If it has a GPS system then this will be the perfect product.,1
What about the camera's capabilities and quality?,0
What about the price?,0
I think the product is much expensive and not having much features.,-1
Do you have some other more options for me?,0
This seems to be a reasonable deal to me. Thank you so much for your assistance.,1
191,
"Hello, I'm looking to purchase a laptop.",0
Dell or Lenovo are the brands that I have heard before.,0
"Is that correct? So, bring me some Asus items that are fine.",0
I have about 5000 EUR to spend on it.,0
I'll will be happy if you will tell me about its feature.,0
"What about the graphics card and processor?
I'd rather get an i7 cpu.",0
Could you give me any details about disc space?,0
"Excellent!!
I'm not sure how much I'll have to pay for this.",1
Is there any discount available?,0
I don't think that this is a valuable deal for me.,0
That's fantastic.Thank you so much.,1
Do you have some more options available for me.,0
Will it be more beneficial for me than the one you showed previously?,0
Ok. Then please pack my previously selected laptop.,1
"No, thankyou so much.",1
192,
Hey! I'd like to buy the best-rated laptop you have on hand.,0
I can't think of any right now.,0
Is there anything you'd like to suggest as a successful brand?,1
The issue is that I cannot afford to spend more than 6000 EUR on a laptop.,0
"What could possibly be better than this?
Would you mind providing me with any more information?",0
How are the graphics quality?,0
I don't think that this will be suitable for me.,-1
Do you have any idea how much storage space there is?,0
"Excellent!!
What is this model's star rating?",1
What do you mean by that?,0
I'm going to buy this one. Thank you so much.,1
193,
"Good afternoon!
I'd like to know if HP laptops get a 5-star ranking.",0
Are they really that good? buying it will really worth it?,0
I have a budget of up to 3000 EUR for this laptop. Is that sufficient?,0
What other brands do you think are superior to HP?,0
"However, before I do that, I'd like to learn more about its capabilities.",0
I'm looking for a laptop with plenty of features.,0
I have a doubt on this product. i don't think that it will be a good option.,-1
What is the graphics standard like?,0
And how long will this set me back?,0
Isn't there any discount available?,0
"Wow, that really is incredible. This way, I'll be able to save a lot of money. Thank you so much.",1
194,
"Hello, I'm looking to purchase an Apple laptop. So, what about you? Do you have one?",0
A maximum of 3000 EUR is allowed. But I'm still looking for a model who has earned a five-star ranking.,0
Isn't there any possibility I could get a better deal on another model with a higher rating?,0
"No, Apple laptops are the best, so Apple it is.",0
"Okay, That is it. Please elaborate on the HP desktop.",0
What are the characteristics?,0
"I think it's great, but I'd like to hear more about the graphics.",0
I'm not sure how much I'll have to pay for this and i'm not in the mood to buy it.,-1
I'm still undecided. Maybe I'll put it off for a while.,0
Thank you so much for your support.,1
195,
Hello there. I'm in town to purchase a professional camera.,0
Nikon or Sony are the only brands that can be considered.,0
A camera with more than 20 pixels is needed.,0
"I'm not convinced, but I'd like to learn more about the substance before making any decisions.",0
It's intriguing!! What is the weight of it?,0
What is the price?,0
"With so much money, I'd rather buy a Nikon camera. I didn't want to waste my money on this worthless product.",-1
That isn't going to be important. My top priority is a camera with a resolution of 20 pixels.,0
"No, I'll hold off until Nikon releases new ones. Please let me know if you find out anything about the camera I'm looking for.",0
Thank you so much for your support.,1
196,
Hello and good evening. Can you describe a camera with a resolution of 5000 pixels or higher?,0
I'd like to give it to my youngest daughter. She is a talented photographer who supports Sony's products.,0
"If That is not a Sony device, she won't really like.",0
My daughter will not even touch it. if its features are up to the mark then she will think of it.,-1
"Ok, I can only make a decision if you provide more information about its function.",0
Can you tell me how many pixels the camera has?,0
Are you sure there isn't a Sony product that meets these requirements?,0
"I understand, but I'd really like to see how much it would cost me.",0
Oh my goodness! That is a lot of money.,0
"However, I do not believe they would have the same features.",0
"No, it's fine. I'd go out and get her something else. I couldn't trust you.",-1
"I'm not certain. However, I appreciate your support.",0
197,
Hello there. Feel free to explain the most expensive camera to me.,0
Could you please tell me the brands you have?,0
I'd rather use a Canon camera.,0
"OK, I said costly, but That is simply too much you are giving me camera or gold?",-1
I believe 6000 EUR is sufficient for a camera.,0
"Okay, so then recommend some decent brands to me.",0
"No, it's not true. Ricoh isn't going to cut it.",0
"OK, please go on.",0
Is this a version from the past?,0
Where do the pixels fit in?,0
What is the weight of it?,0
I'm not sure how much I'd have to spend.,0
I'm going to buy this one.,1
I'm excited can't wait for it.,1
198,
Welcome. Show me the most recent Samsung smartphone edition.,0
"That, I don't think, would accomplish much.",0
"Is that correct? Okay, then just tell me a little bit about it.",0
"That's great, how's the image quality and what about its megapixels ?",1
How many slim slots does it poses? I'd like to see a phone with a dual-sim card.,0
What kind of RAM does it have?,0
How much disc space does this Asus model have?,0
But I want a smartphone that is gold in colour. It seems to be beautiful.,1
How much does it cost?,0
"I never liked black color. I'm not certain, but I think I'd go for gold.",-1
"No, it does not. I would only buy this model if it was available in gold. Thank you so much.",0
199,
Hello there. Can you assist me with a phone?,0
"Actually, I have a photo of a phone, but I'm not sure what kind it is. The URL is :https://fdn2.gsmarena.com/vv/bigpic/BlackBerry-Porsche-Design-P9983-1.jp",0
Is this one still available?,0
When was this model made available?,0
"It seems to be attractive, but what about its other characteristics?",0
Can you tell me a little bit about the camera's quality?,0
That falls short of my expectations. I'm on the lookout for a phone with a better camera.,-1
How much will it cost me?,0
I don't believe this will live up to my hopes.,0
"No, I don't need a phone that urgently. I really liked the sound of that smartphone and decided to own it.",0
It's a lot of money for absolutely nothing. None of the functions are valuable. I won't be buying it right now but thank you for your assistance,0
200,
"Hello, I'm interested in purchasing the HTC Desire 10 Pro.",0
"No, I'm an HTC fan, and its style is fantastic.",0
"Yes, I want a phone with a large screen, nearly 500 pixels wide.",0
I'm so sorry!! And show me any other phones if you have some.,-1
One of my favourites!! Is this the most recent model?,0
What is the capacity of internal storage?,0
How much memory does it have?,0
I'd still like a handset with two SIM slots.,0
That is fantastic!! How much would this cost me if I go through it?,0
"Ok, I loved it. So, here's your money. Thank you so much.",1
201,
Hello and good morning. Could you take a look at this photo and tell me which model it is?  https://drop.ndtv.com/TECH/product_database/images/45201735517PM_635_mi_pad_3.jpeg?downsize=*:180&output-quality=80&output-format=webp,0
"Yes, I'd like to.",0
What is the state of the battery backup?,0
That will suffice.,0
"I like seeing new locations. Under any scenario, I anticipate having my phone with me at all times.",0
What other functions does it have?,0
Is it possible for you to shed some light on the camera's quality?,0
Is the storage space adequate?,0
"All is perfect, but I only want the most recent model.",0
"However, I need a model that should be released around 2020.",0
"No, it's not true. I ought to reconsider my choice. Anyway,I wasted my time. thank you for your assistance.",-1
202,
"Hello, I'd like to purchase an HP laptop.",0
"No. However, I'd like one with a monitor screen size That is larger than 17 inches.",0
That is fantastic.,1
"Yes, absolutely.",0
What about testimonials? Is this a prominent company brand?,0
What is the deal with the HP models? I'm sure it received positive feedback.,0
"Okay, That is it. Could you tell me more about the processor in the MSI model?",0
Could you tell me what graphics were used in this?,0
I'd just like to see how much it would cost.,0
I don't think that this much of money will be suitable for this laptop.,-1
Is there any discount available?,0
"Okay, That is it. I'm going to buy it. Thank you so much!",1
203,
"Hello, I'm here to purchase a Vivo smartphone.",0
Any model from Vivo can do. Can you happen to have it on hand?,0
I favor the Vivo brand.,0
Can you tell me some of the characteristics from the Vivo V5 Plus.,0
What does the camera quality speaks?,0
"How can be this possible? are you joking, this model is very much famous.",-1
"That is great, but what about its RAM and internal storage?",0
Is it a compact model?,0
Is it present in any colour?,0
And how much does it cost?,0
I'd like to purchase it. Please book this one for me.,0
Thank you so much.,1
204,
"Good evening, may you assist me in purchasing a phone?",0
Do you have one similar to this one:  https://drop.ndtv.com/TECH/product_database/images/vivo_v5s_black_face_4131_480X960_59201743445AM.jpg?downsize=*:180&output-quality=80&output-format=web,0
Is that the same phone which i'm looking for?,0
But I still want a decent camera in the phone.,0
That sounds incredible!!,1
Can you tell me how much storage space there is?,0
What is the weight of this phone?,0
"Nice, but is this a good looking phone?",0
Crown Gold? Never heard of that colour.,-1
When was this phone released?,0
How much money will I have to spend to buy this?,0
Great. Book this for me. Thank You.,1
205,
"Hello, I've come to purchase a laptop for my son.",0
I've seen a lot of Lenovo commercials on television. Is it possible for you to show me some of the models?,0
"Yes, I'm willing to pay somewhere between 2000 and 3000 EUR.",0
Do you think it's a better option than Lenovo?,0
What is the scale of the display?,0
Could you tell me a little bit about the processor?,0
That sounds great!! What about the storage capacity?,1
What is the price range for it?,0
Is that right price for this product? i don't think so,-1
Will I be qualified for a discount?,0
That is impressive. I'm going to buy it. Thank you so much.,1
206,
"Hello there, I'd appreciate it if you could assist me.",0
My brother sent me a picture of a phone he wants me to purchase. Could you tell me which model it is?  https://drop.ndtv.com/TECH/product_database/images/662017104802AM_635_oppor11_db.jpeg?downsize=*:180&output-quality=80&output-format=webp,0
Is this an excellent phone?,1
That is fantastic!,1
Oh my goodness!! I really like taking photographs.,0
"It does, though, have features that go beyond and above my standards. What about storage space on the inside?",0
This would be better if it was in red color.,0
I don't think that it will be the better option and i hate blue.,-1
Is there a limit on how many Sim cards it will hold?,0
Excellent!! I'm not sure how much I'll have to spend.,1
Thank you so much for your support.,1
207,
"Hello, I'm looking to purchase a good smartphone.",0
"No, i don't know. However, it may appear as follows:  https://drop.ndtv.com/TECH/product_database/images/1162014104045AM_635_moto_maxx.jpeg?downsize=*:180&output-quality=80&output-format=web",0
"After that, I'd like to learn more about it.",0
If you know how much RAM it has?,0
I was wondering when it was first published.,1
Could you give us a little more information about its features?,0
Is it driven by the Android operating system?,0
What about the scale of the display?,0
It is important that it has a strong camera.,0
How much does this model cost?,0
The price doesn't fits for this product. it doesn't have something that could make it so expensive.,-1
That is all right. Please book in advance for me. Thank you so much.,1
208,
"Hello, will you please assist me?",0
I want this color https://fdn.gsmarena.com/imgroot/reviews/16/lenovo-phab2-pro/-347x151/gsmarena_101.jpg,0
If you have any idea what colour this is?,0
Do you already have a model like this?,0
I'd like to learn more about the functionality of this model.,0
How about the RAM?,0
What is the performance of the camera?,0
"So, how about computing capacity?",0
"That is fantastic!!
This handset has a lot of useful features.",1
I'm not in a mood to buy it but if you convinced me i'll try to buy .,-1
How much is it going to cost me?,0
That will not be a problem. I'm going to buy it. Thank you so much.,0
209,
"Hello, Good morning.",0
I want to buy a phone which will fulfill my requirements.,1
My first requirement is an excellent camera.,0
I am looking for a phone below 500 EUR.,0
How much storage does it offer?,0
How much battery capacity does it offer?,0
Just 3000mAh! It will not last entire day.,-1
I just don't think so. Is that true. Will it last entire day?,-1
"Fine, I will consider your words. Can you tell me about its camera?",0
"Oh, that is great. How much is it cost?",1
Do you have tablets too? I want one with really strong battery backup?,0
I think Lenovo will be good. I heard a lot about it.,1
How much storage does it offer?,0
Can you tell me about its battery?,0
How much is it for?,0
It is little expensive. It would have been great if it would cost 400.,-1
"OK, can you book both of the products for me?",1
"No, Thanks a lot.",0
210,
"Hello, I have been looking for a good camera. Do you have any camera which has extensive storage?",0
I need a camera which is lightweight and captures pictures underwater.,0
Amazing! I would like to know more about the Agfa ePhoto CL30 Clik!,1
Will this support external MIC?,0
Tell me more about this product.,1
How much is it normal focus range and storage?,0
Can you tell me which model is better?,0
But I want a camera with both good resolution and storage.,-1
How much is their cost?,0
Woah! There is a significant difference in their price. Agfa ePhoto CL45 Clik!.,1
I will take the Agfa ePhoto CL30 Clik! Because storage is my main priority.,1
But the price seems high for this one also.,0
"OK, then, please proceed with Billing.",0
Amazing. Thank you for your time and assistance.,0
211,
"Hello, I want to buy a camera.",0
I want a Canon PowerShot A300 camera.,0
Can you tell me about its details?,0
Please book this for me.,1
"Yes, I also want to buy one smartphone.",0
"I need 4 GB RAM, dual sim and it should be from Oppo brand because I want good camera quality.",0
Tell me about its features.,0
That is great. What about its price?,0
It's too expensive.,-1
"I want a normal phone just to click good selfies, This phone has some extra features and they are not for my use.",-1
"No thanks, I will wait till the next price drop.",-1
"No, I only want Canon PowerShot A300 camera",0
Thanks,0
212,
"Hello, I am looking for a tablet for myself.",0
I Don't know about the specification but I like this one. Here is alink: https://tse2.mm.bing.net/th?id=OIP.jI5-hyDmoBxZp_7ftPZUWgHaHE&pid=Api&P=0&w=160&h=153,0
Is it a good brand?,0
Tell me about its features.,0
"Oh, it is pretty expensive.",-1
"Okay, please keep it aside and show me a laptop.",1
I want a laptop of Acer brand only.,0
"Yes, I want i7 processor in my laptop.",0
It would be be under 4000 EUR.,0
Tell me about its features.,0
Please book both the product.,1
213,
I want to buy a laptop,0
I want an i5 processor. And nvidia graphics.,0
"Yes, I want only the Lenovo brand.",0
Tell me about its features.,0
What is the price?,0
Don't you have any discount?,0
Its price is high can you show me another one ?,0
"Still, I can't afford it. please show me another.",-1
but I want an i5 nvidia processor.,-1
but its price is too high then I have to wait for the next price drop.,-1
No thanks,0
214,
"Hello, I am looking to buy a phone for myself.",0
I don't know the exact features. Here is the picture https://tse3.mm.bing.net/th?id=OIP.TKuExW5CRNsV6fpYLZBtTAHaIY&pid=Api&P=0&w=300&h=300,0
Is it a good brand?,0
Tell me about its features.,0
"Oh, it is pretty expensive.",-1
"Okay, please keep it aside and show me a laptop.",1
I want a laptop of Acer brand only.,0
"Yes, I want an i7 processor.",0
It should be within 4000 EURO.,0
Tell me about its features.,0
Please book both the product.,1
No. Thank you.,0
215,
"Hello, I am a photographer, and I want a high-quality camera.",0
"Yes, I want above 3000 max resolution",0
It should be between 200 EUR.,0
Can you tell me about its features?,0
What about its price?,1
"Okay, please keep it aside and show me a laptop.",0
"I want a laptop, but it should be from Lenovo",0
I want an i5 processor from intel graphics.,0
"Great, can you please tell me about its features?",1
What about its price?,0
Don't you have any discounted price?,0
"Okay, can you please book both of this product?",1
"No, Thank You for your help.",0
216,
"Good Evening, can you help us to buy a smartphone which has good camera quality?",0
I like ASUS brand. I want between 300 EUR.,0
What are its features?,0
"Wow, what about its price.",1
It's a bit expensive,-1
"Okay then, please confirm this one. Do you also sell a laptop?",1
I want an i3 processor with intel graphics.,0
Yes please see between 2000 EUR.,0
Do you have any discount?,0
Please tell me about its features.,0
Can you please book both of this product?,1
Thanks.,1
217,
"Good Morning, I want a laptop for my daughter for her online class.",0
"Yes, I want a Huawei MateBook D Volta.",0
Don't you have any discounted price?,0
"Okay, can you tell me about its features?",0
"Okay, please keep it aside and show me a camera from the Canon brand.",1
I want above 4000 max resolution.,0
Tell me about its features.,0
What is the price?,0
It is so expensive I can't afford it.,-1
"Still, please only book Huawei MateBook D Volta",1
Thank You.,0
218,
I want a laptop of Acer brand only.,0
"Yes, I want an i7 processor.",0
This laptop is between 4000 EUR.,0
Tell me about its features.,0
Please book both the product.,0
I also want to buy one smartphone.,0
"I need 4 GB RAM, dual sim and it should be from Oppo brand because I want good camera quality.",0
Tell me about its features.,0
That is great. What about its price?,1
It's too expensive.,-1
"No thanks, I will wait till the next price drop.",-1
"No, I only want Aspire 5 A515-54G",1
thanks,0
219,
"Good Evening, can you help us to buy a smartphone which has good camera quality?",0
"I want between 300 EUR, buy please look from an ASUS brand.",0
What are its features?,0
"Wow, what about its price.",1
It's a bit expensive,-1
"Okay then, please confirm this one. Do you also sell a laptop?",1
"Yes, I want a Huawei MateBook D Volta",0
don't you have any discounted price.,0
"Okay, can you tell me about its features?",0
"Okay, please book both the product.",1
No. Thank You.,0
220,
"Hello, I am a photographer, and I want a high-quality camera.",0
"Yes, I want above 3000 max resolution",0
It should be between 200 EUR.,0
Can you tell me about its features?,0
What about its price?,0
"Okay, please keep it aside and show me a laptop.",1
I want a laptop of Acer brand only.,0
"Yes, I want an i7 processor.",0
This laptop should be in between 4000 EUR.,0
Tell me about its features.,0
Please book both the product.,1
"No, thank you.",0
221,
"Hello, I am looking to buy a phone for myself.",0
I do not know much about this phone. Here is the picture- https://tse3.mm.bing.net/th?id=OIP.TKuExW5CRNsV6fpYLZBtTAHaIY&pid=Api&P=0&w=300&h=300,
